Statistics file for StupidSolver with n = 6. Created at 04.05.2021 14:07:40.
0,0
1,0
2,0
3,0
4,0
5,1
6,1
7,1
8,1
9,2
10,6
11,5
12,6
13,8
14,12
15,26
16,31
17,5
18,6
19,1
20,1
21,1
